ImuData<roll_degs=1.4000, pitch_degs=-0.7000, accels=[-0.1274, -0.1960, -9.9372],         self.ang_vels=[-0.0017, -0.0000, 0.0175]>
ImuData<roll_degs=1.2000, pitch_degs=3.1000, accels=[0.4704, -0.2156, -9.8294],         self.ang_vels=[-0.0087, -0.3334, 0.0175]>
ImuData<roll_degs=1.2000, pitch_degs=3.1000, accels=[0.4998, -0.2156, -9.8196],         self.ang_vels=[-0.0105, -0.3054, 0.0175]>
ImuData<roll_degs=1.2000, pitch_degs=3.0000, accels=[0.4900, -0.2156, -9.8098],         self.ang_vels=[-0.0105, -0.2932, 0.0175]>
ImuData<roll_degs=1.2000, pitch_degs=2.9000, accels=[0.4998, -0.2058, -9.8098],         self.ang_vels=[-0.0105, -0.2723, 0.0157]>
ImuData<roll_degs=1.2000, pitch_degs=2.9000, accels=[0.4508, -0.1764, -9.8000],         self.ang_vels=[-0.0105, -0.2653, 0.0140]>
ImuData<roll_degs=1.2000, pitch_degs=2.8000, accels=[0.4704, -0.2352, -9.8098],         self.ang_vels=[-0.0105, -0.2566, 0.0122]>
ImuData<roll_degs=1.2000, pitch_degs=2.8000, accels=[0.4606, -0.2254, -9.7412],         self.ang_vels=[-0.0105, -0.2531, 0.0087]>
ImuData<roll_degs=1.2000, pitch_degs=2.7000, accels=[0.4312, -0.2744, -9.7412],         self.ang_vels=[-0.0105, -0.2496, 0.0052]>
ImuData<roll_degs=1.2000, pitch_degs=2.6000, accels=[0.3920, -0.3038, -9.7216],         self.ang_vels=[-0.0105, -0.2461, -0.0035]>
ImuData<roll_degs=1.2000, pitch_degs=2.6000, accels=[0.3822, -0.3234, -9.6726],         self.ang_vels=[-0.0070, -0.2443, -0.0279]>
ImuData<roll_degs=1.2000, pitch_degs=2.5000, accels=[0.4410, -0.3136, -9.6334],         self.ang_vels=[-0.0052, -0.2443, -0.0419]>
ImuData<roll_degs=1.2000, pitch_degs=2.5000, accels=[0.4606, -0.2842, -9.6530],         self.ang_vels=[-0.0052, -0.2496, -0.0698]>
ImuData<roll_degs=1.2000, pitch_degs=2.4000, accels=[0.4410, -0.2254, -9.6236],         self.ang_vels=[-0.0035, -0.2548, -0.0820]>
ImuData<roll_degs=1.2000, pitch_degs=2.4000, accels=[0.4508, -0.2156, -9.5746],         self.ang_vels=[-0.0035, -0.2723, -0.0995]>
ImuData<roll_degs=1.2000, pitch_degs=2.3000, accels=[0.4704, -0.2254, -9.5158],         self.ang_vels=[-0.0035, -0.2985, -0.1047]>
ImuData<roll_degs=1.2000, pitch_degs=2.2000, accels=[0.4410, -0.2156, -9.5354],         self.ang_vels=[-0.0052, -0.3142, -0.1065]>
ImuData<roll_degs=1.2000, pitch_degs=2.1000, accels=[0.4410, -0.2156, -9.4766],         self.ang_vels=[-0.0070, -0.3491, -0.1082]>
ImuData<roll_degs=1.2000, pitch_degs=2.0000, accels=[0.4410, -0.2450, -9.5354],         self.ang_vels=[-0.0070, -0.3910, -0.1117]>
ImuData<roll_degs=1.2000, pitch_degs=2.0000, accels=[0.4312, -0.2450, -9.5550],         self.ang_vels=[-0.0070, -0.4084, -0.1117]>
ImuData<roll_degs=1.2000, pitch_degs=1.9000, accels=[0.4116, -0.2254, -9.6040],         self.ang_vels=[-0.0070, -0.4433, -0.1134]>
ImuData<roll_degs=1.2000, pitch_degs=1.7000, accels=[0.3626, -0.1960, -9.6040],         self.ang_vels=[-0.0052, -0.4730, -0.1152]>
ImuData<roll_degs=1.2000, pitch_degs=1.6000, accels=[0.3332, -0.2156, -9.6334],         self.ang_vels=[-0.0035, -0.4852, -0.1152]>
ImuData<roll_degs=1.2000, pitch_degs=1.5000, accels=[0.3136, -0.1960, -9.5746],         self.ang_vels=[-0.0035, -0.5079, -0.1117]>
ImuData<roll_degs=1.2000, pitch_degs=1.4000, accels=[0.3038, -0.1568, -9.6138],         self.ang_vels=[-0.0052, -0.5184, -0.1082]>
ImuData<roll_degs=1.2000, pitch_degs=1.3000, accels=[0.2940, -0.1372, -9.6628],         self.ang_vels=[-0.0052, -0.5393, -0.0995]>
ImuData<roll_degs=1.2000, pitch_degs=1.1000, accels=[0.2254, -0.1372, -9.7118],         self.ang_vels=[-0.0070, -0.5603, -0.0890]>
ImuData<roll_degs=1.2000, pitch_degs=1.0000, accels=[0.2058, -0.1960, -9.7804],         self.ang_vels=[-0.0070, -0.5672, -0.0820]>
ImuData<roll_degs=1.2000, pitch_degs=0.9000, accels=[0.1372, -0.1862, -9.7706],         self.ang_vels=[-0.0105, -0.5760, -0.0716]>
ImuData<roll_degs=1.2000, pitch_degs=0.8000, accels=[0.0686, -0.1666, -9.8294],         self.ang_vels=[-0.0105, -0.5707, -0.0593]>
ImuData<roll_degs=1.2000, pitch_degs=0.6000, accels=[-0.0098, -0.1862, -9.8294],         self.ang_vels=[-0.0087, -0.5637, -0.0559]>
ImuData<roll_degs=1.2000, pitch_degs=0.5000, accels=[0.0000, -0.2058, -9.8588],         self.ang_vels=[-0.0087, -0.5445, -0.0541]>
ImuData<roll_degs=1.2000, pitch_degs=0.4000, accels=[0.0000, -0.1862, -9.8196],         self.ang_vels=[-0.0087, -0.5271, -0.0559]>
ImuData<roll_degs=1.2000, pitch_degs=0.3000, accels=[0.0588, -0.2058, -9.8000],         self.ang_vels=[-0.0105, -0.5201, -0.0576]>
ImuData<roll_degs=1.2000, pitch_degs=0.1000, accels=[0.0588, -0.1666, -9.7314],         self.ang_vels=[-0.0105, -0.5131, -0.0628]>
ImuData<roll_degs=1.2000, pitch_degs=-0.0000, accels=[-0.0098, -0.1372, -9.6824],         self.ang_vels=[-0.0087, -0.5131, -0.0628]>
ImuData<roll_degs=1.2000, pitch_degs=-0.1000, accels=[-0.0588, -0.1274, -9.6726],         self.ang_vels=[-0.0105, -0.5184, -0.0611]>
ImuData<roll_degs=1.2000, pitch_degs=-0.2000, accels=[-0.0294, -0.1666, -9.6922],         self.ang_vels=[-0.0087, -0.5219, -0.0541]>
ImuData<roll_degs=1.2000, pitch_degs=-0.3000, accels=[-0.0784, -0.1960, -9.7314],         self.ang_vels=[-0.0087, -0.5236, -0.0524]>
ImuData<roll_degs=1.2000, pitch_degs=-0.5000, accels=[-0.4802, 0.0294, -9.9666],         self.ang_vels=[-0.0070, -0.5253, -0.0489]>
ImuData<roll_degs=1.2000, pitch_degs=-0.6000, accels=[-1.4308, -0.1960, -12.3872],         self.ang_vels=[0.0436, -0.4555, -0.0559]>
ImuData<roll_degs=1.2000, pitch_degs=-0.6000, accels=[-0.4312, -0.4998, -11.1622],         self.ang_vels=[0.0768, -0.3229, -0.0506]>
ImuData<roll_degs=1.2000, pitch_degs=-0.6000, accels=[0.1372, -0.2646, -9.1238],         self.ang_vels=[-0.0175, -0.0227, -0.0140]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.0784, -0.1666, -9.7020],         self.ang_vels=[-0.0070, -0.0122, -0.0524]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1764, -0.1372, -10.0842],         self.ang_vels=[0.0087, -0.0332, -0.0716]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[0.0196, -0.0686, -9.5746],         self.ang_vels=[-0.0017, -0.0122, -0.0611]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.0980, -0.1274, -9.7412],         self.ang_vels=[-0.0070, -0.0000, -0.0436]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1862, -0.2450, -9.9862],         self.ang_vels=[0.0000, -0.0122, -0.0192]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1274, -0.2156, -9.6726],         self.ang_vels=[-0.0105, -0.0000, 0.0052]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1372, -0.2646, -9.6138],         self.ang_vels=[-0.0140, 0.0070, 0.0105]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1862, -0.3038, -9.6726],         self.ang_vels=[-0.0105, 0.0017, 0.0052]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1372, -0.3136, -9.6138],         self.ang_vels=[-0.0122, 0.0070, -0.0122]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1176, -0.3234, -9.7412],         self.ang_vels=[-0.0122, 0.0070, -0.0244]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1470, -0.3038, -9.8196],         self.ang_vels=[-0.0105, 0.0017, -0.0541]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1470, -0.3528, -9.8392],         self.ang_vels=[-0.0087, -0.0000, -0.0698]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1568, -0.3234, -9.7902],         self.ang_vels=[-0.0087, 0.0017, -0.0942]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.1470, -0.3430, -9.7118],         self.ang_vels=[-0.0087, -0.0000, -0.1204]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.0882, -0.2352, -9.5746],         self.ang_vels=[-0.0105, -0.0000, -0.1361]>
ImuData<roll_degs=1.2000, pitch_degs=-0.7000, accels=[-0.0784, -0.2842, -9.7216],         self.ang_vels=[-0.0070, -0.0017, -0.1536]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.2352, -9.8882],         self.ang_vels=[-0.0017, -0.0070, -0.1641]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2156, -9.8196],         self.ang_vels=[-0.0052, -0.0052, -0.1676]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.1960, -9.7902],         self.ang_vels=[-0.0052, -0.0035, -0.1710]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.1862, -9.7510],         self.ang_vels=[-0.0070, -0.0017, -0.1658]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0098, -0.0490, -9.7118],         self.ang_vels=[-0.0070, -0.0000, -0.1588]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0196, -0.0098, -9.7510],         self.ang_vels=[-0.0052, -0.0017, -0.1361]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0588, -0.0784, -9.7902],         self.ang_vels=[-0.0052, -0.0035, -0.1152]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0490, -0.1078, -9.8490],         self.ang_vels=[-0.0070, -0.0035, -0.0698]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.1372, -9.7706],         self.ang_vels=[-0.0087, 0.0017, -0.0349]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.1862, -9.7608],         self.ang_vels=[-0.0105, 0.0017, -0.0209]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.1764, -9.7118],         self.ang_vels=[-0.0105, -0.0000, -0.0017]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.1862, -9.6824],         self.ang_vels=[-0.0122, 0.0017, 0.0052]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.2156, -9.6726],         self.ang_vels=[-0.0122, 0.0017, 0.0105]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.2254, -9.7118],         self.ang_vels=[-0.0105, 0.0017, 0.0122]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0686, -0.2450, -9.7510],         self.ang_vels=[-0.0087, -0.0000, 0.0140]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2450, -9.7412],         self.ang_vels=[-0.0087, -0.0000, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2352, -9.7314],         self.ang_vels=[-0.0087, -0.0000, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2058, -9.7314],         self.ang_vels=[-0.0087, -0.0000, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0686, -0.2352, -9.7216],         self.ang_vels=[-0.0070, -0.0017, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0588, -0.2254, -9.7314],         self.ang_vels=[-0.0070, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.1960, -9.8000],         self.ang_vels=[-0.0070, -0.0035, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.2156, -9.8588],         self.ang_vels=[-0.0052, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1568, -0.1862, -9.7608],         self.ang_vels=[-0.0052, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2352, -9.7412],         self.ang_vels=[-0.0070, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.1862, -9.7314],         self.ang_vels=[-0.0052, -0.0052, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2058, -9.7020],         self.ang_vels=[-0.0070, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.2156, -9.7510],         self.ang_vels=[-0.0052, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2058, -9.7608],         self.ang_vels=[-0.0052, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1470, -0.2352, -9.7902],         self.ang_vels=[-0.0052, -0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2058, -9.7608],         self.ang_vels=[-0.0052, -0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2058, -9.7020],         self.ang_vels=[-0.0087, -0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.1960, -9.7216],         self.ang_vels=[-0.0087, -0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.1862, -9.7412],         self.ang_vels=[-0.0070, -0.0000, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.1862, -9.8882],         self.ang_vels=[-0.0087, -0.0000, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.1960, -9.7510],         self.ang_vels=[-0.0087, -0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2352, -9.7314],         self.ang_vels=[-0.0087, -0.0000, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2156, -9.7216],         self.ang_vels=[-0.0087, -0.0000, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.2058, -9.6334],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.2254, -9.7216],         self.ang_vels=[-0.0087, -0.0000, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2058, -9.7706],         self.ang_vels=[-0.0087, -0.0000, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.1470, -9.8588],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.2058, -9.8490],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2352, -9.8588],         self.ang_vels=[-0.0087, 0.0017, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.1862, -9.7804],         self.ang_vels=[-0.0122, 0.0017, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2450, -9.7804],         self.ang_vels=[-0.0140, 0.0017, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.1960, -9.6824],         self.ang_vels=[-0.0140, 0.0017, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2352, -9.6530],         self.ang_vels=[-0.0140, 0.0052, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2450, -9.6824],         self.ang_vels=[-0.0140, 0.0017, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.2842, -9.7510],         self.ang_vels=[-0.0140, 0.0052, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.2254, -9.7216],         self.ang_vels=[-0.0122, 0.0070, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.2352, -9.7706],         self.ang_vels=[-0.0122, 0.0052, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0588, -0.2254, -9.7314],         self.ang_vels=[-0.0122, 0.0070, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1470, -0.2156, -9.7314],         self.ang_vels=[-0.0140, 0.0052, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.2254, -9.7216],         self.ang_vels=[-0.0122, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.1960, -9.7706],         self.ang_vels=[-0.0122, 0.0035, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.1666, -9.7902],         self.ang_vels=[-0.0122, 0.0035, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.1862, -9.7510],         self.ang_vels=[-0.0140, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.1862, -9.7314],         self.ang_vels=[-0.0122, 0.0052, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1470, -0.1764, -9.7216],         self.ang_vels=[-0.0105, 0.0052, 0.0192]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.2254, -9.7216],         self.ang_vels=[-0.0122, 0.0052, 0.0192]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.1960, -9.7902],         self.ang_vels=[-0.0105, 0.0035, 0.0192]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1568, -0.1862, -9.8000],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1568, -0.2058, -9.7412],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2058, -9.7412],         self.ang_vels=[-0.0105, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2058, -9.7020],         self.ang_vels=[-0.0105, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.1764, -9.7608],         self.ang_vels=[-0.0087, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2352, -9.7412],         self.ang_vels=[-0.0087, 0.0035, 0.0192]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2156, -9.7510],         self.ang_vels=[-0.0087, 0.0035, 0.0192]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1470, -0.1960, -9.7706],         self.ang_vels=[-0.0105, 0.0035, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1470, -0.1862, -9.7412],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.2352, -9.7314],         self.ang_vels=[-0.0105, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2450, -9.7020],         self.ang_vels=[-0.0122, 0.0052, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.2156, -9.7216],         self.ang_vels=[-0.0122, 0.0052, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.2058, -9.7608],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2058, -9.8000],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2156, -9.7510],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.1862, -9.7216],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.1960, -9.7118],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.2058, -9.7118],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.1862, -9.7118],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.2254, -9.7412],         self.ang_vels=[-0.0105, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.1666, -9.7020],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0686, -0.2156, -9.7510],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2156, -9.7216],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2058, -9.7510],         self.ang_vels=[-0.0087, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.1960, -9.5942],         self.ang_vels=[-0.0087, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.1960, -9.5844],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1470, -0.2352, -9.7608],         self.ang_vels=[-0.0070, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2254, -9.8882],         self.ang_vels=[-0.0070, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.2352, -9.9372],         self.ang_vels=[-0.0070, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2254, -9.8196],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.1764, -9.7118],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2450, -9.7412],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.2450, -9.8392],         self.ang_vels=[-0.0087, 0.0017, 0.0192]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2646, -9.7804],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1568, -0.2646, -9.8196],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.2450, -9.6922],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2352, -9.6236],         self.ang_vels=[-0.0122, 0.0035, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2254, -9.5648],         self.ang_vels=[-0.0105, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0980, -0.2646, -9.7314],         self.ang_vels=[-0.0105, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.2156, -9.8588],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1470, -0.1960, -9.8196],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2156, -9.7902],         self.ang_vels=[-0.0105, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.1960, -9.6824],         self.ang_vels=[-0.0140, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2450, -9.6432],         self.ang_vels=[-0.0122, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2254, -9.8000],         self.ang_vels=[-0.0087, 0.0052, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0490, -0.1960, -9.8000],         self.ang_vels=[-0.0105, 0.0035, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1372, -0.2450, -9.7118],         self.ang_vels=[-0.0087, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1274, -0.1960, -9.5746],         self.ang_vels=[-0.0017, -0.0052, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1568, -0.2254, -9.6726],         self.ang_vels=[-0.0035, -0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0882, -0.2058, -9.7510],         self.ang_vels=[-0.0052, 0.0017, 0.0175]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.0784, -0.1666, -9.7216],         self.ang_vels=[-0.0070, 0.0035, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1176, -0.1764, -9.7510],         self.ang_vels=[-0.0052, -0.0000, 0.0157]>
ImuData<roll_degs=1.3000, pitch_degs=-0.7000, accels=[-0.1078, -0.2254, -9.7412],         self.ang_vels=[-0.0052, 0.0017, 0.0157]>
